"author","authorIsChannelOwner","channelId","channelName","channelUrl","channelUsername","cid","comment","comments","commentsCount","commentsTurnedOff","date","descriptionLinks/0/text","descriptionLinks/0/url","descriptionLinks/1/text","descriptionLinks/1/url","descriptionLinks/2/text","descriptionLinks/2/url","descriptionLinks/3/text","descriptionLinks/3/url","descriptionLinks/4/text","descriptionLinks/4/url","descriptionLinks/5/text","descriptionLinks/5/url","descriptionLinks/6/text","descriptionLinks/6/url","descriptionLinks/7/text","descriptionLinks/7/url","descriptionLinks/8/text","descriptionLinks/8/url","descriptionLinks/9/text","descriptionLinks/9/url","descriptionLinks/10/text","descriptionLinks/10/url","duration","hasCreatorHeart","hashtags/0","id","input","isMonetized","likes","location","numberOfSubscribers","pageUrl","publishedTimeText","replyCount","replyToCid","subtitles","text","thumbnailUrl","title","type","url","videoId","viewCount","voteCount"
"@UmiChan80","false",,,,,"UgytvWjjM2mN2Uzz7fh4AaABAg","Hey can you do a top 5- 34”ultra wide gaming monitor(up to date)",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","7 months ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"0"
"@andrewwoode","false",,,,,"Ugw02QGOMJ_l6ivziqp4AaABAg","I felt like you actually had experience with these speakers, and really gave the pros and cons. Good review, man. Felt like I really got understand what the speaker was like as a user here",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","5 months ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"3"
"@Djare915","false",,,,,"UgwAt2bWXoRJ1nD8tEh4AaABAg","It is ok to get 2 speakers or even 3 cheap ones like soundcore 2 if you have friends or family on budget which you hang out with in the outdoors!It is awesome when you have audio from 2 sides out there in the wilderness!Cheers!",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","7 months ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"2"
"@cal7447","false",,,,,"Ugx-LOBlga_QntyCQMF4AaABAg","Ran into this vid. I seriously respect the guy just diving STRAIGHT into it without any redundant yapping. Love it.",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","7 months ago","2",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"84"
"@boygeorge6808","false",,,,,"UgzggTWnVGna89akP014AaABAg","wow, this guy nailed it! very straight forward and not boring for 15min, i never skipped!",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","4 months ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"3"
"@ishmaelsupreme21","false",,,,,"Ugyf5Lo163uKATMKCWh4AaABAg","0:56 it has an Eq on the app",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","9 days ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"0"
"@llovescake15","false",,,,,"Ugx8gHtJcNLDdC3h_ep4AaABAg","I never like videos but when I saw how many views this video has. You earned one",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","6 months ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"1"
"@deylanthegreat779","false",,,,,"Ugzwv6CG0X93Rt2A9OB4AaABAg","Appreciate the review",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","6 months ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"0"
"@Everydaymedia_1","false",,,,,"Ugyqr2l6wZlAKAJLn2F4AaABAg","Is there a bt speaker that doesnt have a tone on or off??? Please share",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","2 weeks ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"0"
"@sweetandsour1014","false",,,,,"UgzpkAO2wzGf9ygs3b14AaABAg","Nice tier list with a mix of short reviews CTR! Been subbed since 5k please make a review of Samsung Odyssey G4 240hz 25 or 27inches variant thank you! And also the new monitors from Viewsonic  the XG2409 and VX2479/2779 HD PRO 180hz",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","7 months ago (edited)","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"0"
"@ismafaridismail1086","false",,,,,"Ugw1ICM39K-y5TcM5xh4AaABAg","Wait, the Sony XBass can withstand water and impacts from being dropped?

All this time, I thought my Sony speaker was damaged by water and being dropped, which constantly made me feel sad and angry 🤣",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","2 months ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"0"
"@WarvankCoolerStore","false",,,,,"UgwA2GRDgJAlckcQByB4AaABAg","I have some computer accessory products, can you help me test them? How can I contact you",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","7 months ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"0"
"@FURYzjEh","false",,,,,"UgyZvHx7kMpH3h9v0fx4AaABAg","any possibilities to do a top 5 budget external sound card?",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","6 months ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"0"
"@anchovy1503","false",,,,,"Ugx7ykBuqA1nX9_RyAR4AaABAg","can you make a list with true wireless earbud that is good for gaming on PC? on budget",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","6 months ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"0"
"@EricReviews","true",,,,,"UgwWf2-C89r8qQYXMZ14AaABAg.A5DT6AfPgU0A6G_f1BdBWI","Enjoy!",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","8 months ago","0","UgwWf2-C89r8qQYXMZ14AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"0"
"@lavatr8322","false",,,,,"Ugyagy2tiDQi97FUJwF4AaABAg.AB53IKYBARFAB5K-bMu2wV","The Sound test you're hearing is only a tip of what actually it will sound when you are in front of those speakers.
What the Microphone Picks up is completely different than what you'll personally experience.
On top You're hearing through your headphone",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","Ugyagy2tiDQi97FUJwF4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"13"
"@bachoXm","false",,,,,"Ugyagy2tiDQi97FUJwF4AaABAg.AB53IKYBARFAB5UFRZK9Z9","charge is better than beats pill and flex",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","Ugyagy2tiDQi97FUJwF4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"5"
"@videofrat3115","false",,,,,"Ugyagy2tiDQi97FUJwF4AaABAg.AB53IKYBARFACSVKc_F4hO","100% agree with you",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0","Ugyagy2tiDQi97FUJwF4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"1"
"@stargazerxdd","false",,,,,"Ugyagy2tiDQi97FUJwF4AaABAg.AB53IKYBARFAE9dbM0C54c","Beats Pill complete? Bro the frequency response is horrible with a huge v shape.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","1 month ago","0","Ugyagy2tiDQi97FUJwF4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@videofrat3115","false",,,,,"Ugyagy2tiDQi97FUJwF4AaABAg.AB53IKYBARFAEA8vUxe3de"," @stargazerxdd  some people like the V shape EQ actually",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","1 month ago","0","Ugyagy2tiDQi97FUJwF4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
,,"UC_8qfkuqEa_ZAd9PXBJMX2g","Winter's Reviews","https://www.youtube.com/@WintersReviews","WintersReviews",,,,"0","false","2024-07-04T16:13:45.000Z","https://tribit.com/products/tribit-st...","https://tribit.com/products/tribit-stormbox-2-portable-speaker","#tribit","https://www.youtube.com/hashtag/tribit","#TRIBIT","https://www.youtube.com/hashtag/tribit","   / @nathanwinteradventures  ","https://www.youtube.com/channel/UC5Rr8MWhNPQK6BNxMzmQcyQ","0:00","https://www.youtube.com/watch?v=gbQAhvQvA7s","0:28","https://www.youtube.com/watch?v=gbQAhvQvA7s&t=28s","1:29","https://www.youtube.com/watch?v=gbQAhvQvA7s&t=89s","2:45","https://www.youtube.com/watch?v=gbQAhvQvA7s&t=165s","3:29","https://www.youtube.com/watch?v=gbQAhvQvA7s&t=209s","4:38","https://www.youtube.com/watch?v=gbQAhvQvA7s&t=278s","6:48","https://www.youtube.com/watch?v=gbQAhvQvA7s&t=408s","00:07:31",,"#tribit","gbQAhvQvA7s","https://www.youtube.com/watch?v=gbQAhvQvA7s&t=14s",,"22",,"5050",,,,,,"Find it here: https://tribit.com/products/tribit-st...
#tribit 
#TRIBIT

Thanks so much for watching! I hope you found what you were looking for, and if you have any additional questions, leave a comment down below and I will do my best to answer you! To support my channel, Subscribe and Turn On Post Notifications so you never miss a new video!
To see more of my personal life, check out my Vlog channel @:    / @nathanwinteradventures  


VIDEO CONTENTS:
0:00 - Intro
0:28 - Features
1:29 - Battery Life
2:45 - Waterproof
3:29 - Design/Build Quality
4:38 - Tribit App
6:48 - Conclusion","https://i.ytimg.com/vi/gbQAhvQvA7s/maxresdefault.jpg","TRIBIT StormBox 2 Review","video","https://www.youtube.com/watch?v=gbQAhvQvA7s&t=14s",,"1103",
"@DannyPops","true",,,,,"Ugz3MXc421WUD3YE_PJ4AaABAg.AB6bbj3pgGGAB8k7_AnXk1","Appreciate that! I'm just doing what I enjoy.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","Ugz3MXc421WUD3YE_PJ4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"5"
"@wed265","false",,,,,"Ugz3MXc421WUD3YE_PJ4AaABAg.AB6bbj3pgGGABrHr9hI_hr","Keep up the great work. I love When the Music's playing how you look around and be bop around",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0","Ugz3MXc421WUD3YE_PJ4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@EricReviews","true",,,,,"Ugyni_dOJPBW1WDjfy54AaABAg.A5CEfwwJM8mA6G_gseNr_R","Happy to help!",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","8 months ago","0","Ugyni_dOJPBW1WDjfy54AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"0"
"@AllanWorks","false",,,,,"UgxTx5xwuyCQau9h31h4AaABAg.ACkJisr3lq1AFfTTnbTS3t","i agree the only budget on the list is the anker",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","2 weeks ago","0","UgxTx5xwuyCQau9h31h4AaABAg",,,,"Top 5 Budget Bluetooth Speakers!","reply",,"AAx-0uy2FYQ",,"0"
"@YachtRockFiend","false",,,,,"UgyO5QRl4TxDFgK3cmp4AaABAg","Hello do they send you free products to review?",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=4d72i3aj1D0","7 months ago","0",,,,,"Tribit StormBox 2: Small Package, ""BIG"" Sound...","comment",,"4d72i3aj1D0",,"0"
"@Aryan-l1k","false",,,,,"UgyCh5wpT8IyxlHhMzJ4AaABAg","I think i should go for plus 2 cause i watch movies in indoor in personal and song",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=4d72i3aj1D0","7 months ago","0",,,,,"Tribit StormBox 2: Small Package, ""BIG"" Sound...","comment",,"4d72i3aj1D0",,"0"
"@juliancobain9970","false",,,,,"UgzcmEtHzkuzIKumeFJ4AaABAg.AB5UAgvnqNdABL8_BrMUC0","Charge 5 > Flip 6 > SoundLink Flex",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","UgzcmEtHzkuzIKumeFJ4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"1"
"@Johnsrt2023","false",,,,,"UgzhfYshZpibV6uYBod4AaABAg.ABHchIqs355AD3CWvV75qG","How is it",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","2 months ago","0","UgzhfYshZpibV6uYBod4AaABAg",,,,"Top 5 Budget Bluetooth Speakers!","reply",,"AAx-0uy2FYQ",,"0"
"@vayyyylmao","false",,,,,"UgzhfYshZpibV6uYBod4AaABAg.ABHchIqs355AD3XGSRcBbK","blud i’m sorry 5 minutes later i realized i can get the motion boom for 5 bucks more with a black friday deal so i cancelled my order and got the motion boom instead 😭",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","2 months ago (edited)","0","UgzhfYshZpibV6uYBod4AaABAg",,,,"Top 5 Budget Bluetooth Speakers!","reply",,"AAx-0uy2FYQ",,"1"
"@Johnsrt2023","false",,,,,"UgzhfYshZpibV6uYBod4AaABAg.ABHchIqs355AD4KJVFg5MR"," @vayyyylmao  lol ok sweet",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","2 months ago","0","UgzhfYshZpibV6uYBod4AaABAg",,,,"Top 5 Budget Bluetooth Speakers!","reply",,"AAx-0uy2FYQ",,"0"
"@Johnsrt2023","false",,,,,"UgzhfYshZpibV6uYBod4AaABAg.ABHchIqs355AD4KaCP9sNe","@vayyyylmao  well ya I'm tripping that what I thought you bought at first amd ment to ask you. I just went to this video and went to number one. I thought motion boom is one you bought lol. 
Anyway how is that one? It's on sell for 70$ right noww",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","2 months ago","0","UgzhfYshZpibV6uYBod4AaABAg",,,,"Top 5 Budget Bluetooth Speakers!","reply",,"AAx-0uy2FYQ",,"0"
"@EricReviews","true",,,,,"UgzL1MjaQDibZD2oTAV4AaABAg.A5AYZ4acKSVA6G_r656fux","Enjoy!",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","8 months ago","0","UgzL1MjaQDibZD2oTAV4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"0"
"@RenanEntrina-w2o","false",,,,,"UgwAaqKqDtx2sj14aQ94AaABAg.AB7iOaMgEHWABzK6jxh8Sr","Please share your EQ with tribit stormbox 2.🥺",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0","UgwAaqKqDtx2sj14aQ94AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"1"
"@rjq3987","false",,,,,"UgwAaqKqDtx2sj14aQ94AaABAg.AB7iOaMgEHWABzuaNr1ldb"," @RenanEntrina-w2o  I actually prefer the XBass preset Equalizer setting for the Tribit Strombox 2",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0","UgwAaqKqDtx2sj14aQ94AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@RajeshNikam","false",,,,,"UgwAaqKqDtx2sj14aQ94AaABAg.AB7iOaMgEHWACs7CY0YioF","I have connectivity issues with the strombox 2. Do you have it? How to solve?

I tried everything, 
Hard reset with two buttons, reset, restart, forget device, delete device, switching mobie device, with app, without tribit app.
Nothing works.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","2 months ago (edited)","0","UgwAaqKqDtx2sj14aQ94AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"1"
"@rjq3987","false",,,,,"UgwAaqKqDtx2sj14aQ94AaABAg.AB7iOaMgEHWACsPhq_i0YT","@ You may want to contact Tribit so they can send you a replacement, may just have a bad device.  It happens.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","2 months ago","0","UgwAaqKqDtx2sj14aQ94AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"1"
"@RajeshNikam","false",,,,,"UgwAaqKqDtx2sj14aQ94AaABAg.AB7iOaMgEHWACs_zic8V33","@rjq3987  you don't have any connection issues?",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","2 months ago","0","UgwAaqKqDtx2sj14aQ94AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"1"
"@rjq3987","false",,,,,"UgwAaqKqDtx2sj14aQ94AaABAg.AB7iOaMgEHWACsmG9F47ej","No, i have only used it with my iPhone 13 mini but i haven’t updated the iOS to 18 yet.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","2 months ago","0","UgwAaqKqDtx2sj14aQ94AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@BarberPlugTy","false",,,,,"Ugx-LOBlga_QntyCQMF4AaABAg.A7JNPuEqOFIAB3zLLSYAxf","😂😂",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","4 months ago","0","Ugx-LOBlga_QntyCQMF4AaABAg",,,,"Top 5 Budget Bluetooth Speakers!","reply",,"AAx-0uy2FYQ",,"0"
"@tnttiger4001","false",,,,,"Ugx-LOBlga_QntyCQMF4AaABAg.A7JNPuEqOFIABQtyclv2JV","Yh definitely",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","4 months ago","0","Ugx-LOBlga_QntyCQMF4AaABAg",,,,"Top 5 Budget Bluetooth Speakers!","reply",,"AAx-0uy2FYQ",,"0"
"@EricReviews","true",,,,,"UgxKrL_KtdVjqSZH9lR4AaABAg.A5CKIh-d5ReA6G_g4x3CLl","Thank you and thanks for watching!",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","8 months ago","0","UgxKrL_KtdVjqSZH9lR4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"0"
"@TimG-lb1nh","false",,,,,"UgylyrrkRbWllerzeGN4AaABAg.A57zUBY8OK_A58FpTkTnco","I gotta agree.. JBL is good but compared to Tribit, Soundcore, Tronsmart and a bunch of other ""internet only"" brands, JBL is just way too overpriced for what they give you.",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","9 months ago","0","UgylyrrkRbWllerzeGN4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"3"
"@pinroshan020","false",,,,,"UgylyrrkRbWllerzeGN4AaABAg.A57zUBY8OK_A58t9dYYj4U","Well JBL has cons too and thats is when the volume is max, the bass is weakened.

Remember not all speakers are perfect.",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","9 months ago","0","UgylyrrkRbWllerzeGN4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"1"
"@EricReviews","true",,,,,"UgylyrrkRbWllerzeGN4AaABAg.A57zUBY8OK_A59vhCxVhUs","Lol.. Honestly JBL speakers sound good, but it feels silly these days to pay 2-5x the cost for a speaker when these companies give the same for way less. Even if they were the same price, I'd still go with the Tribit",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","9 months ago","0","UgylyrrkRbWllerzeGN4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"0"
"@srirupsharma7489","false",,,,,"UgylyrrkRbWllerzeGN4AaABAg.A57zUBY8OK_A5fhKpxSdsk"," @EricReviews  those who prefer quantity over quality only those peps will buy 2 tribit instead of one JBL. price matters tuning a speaker is also a process where this speakers lacks I tried tribit and now using jbl flip 6.",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","8 months ago (edited)","0","UgylyrrkRbWllerzeGN4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"0"
"@haydenmckenzie1437","false",,,,,"Ugw0xPzKoJMHo4dlBDV4AaABAg.AB6AhTu1l-qAFn0qp2HD9R","Truly a powerhouse of a portable speaker under 300-200$ depending where your from",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","12 days ago","0","Ugw0xPzKoJMHo4dlBDV4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"1"
"@Soul-Demon-Y","false",,,,,"UgwUrvfvIZQSUb8IvoV4AaABAg","How would you compare Eksa E900 with Razer BlackShark V2 x?",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","7 months ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"0"
"@roloxmaster1063","false",,,,,"UgwLraJ3lhFBnz98TP94AaABAg","Is the Shark Attack X3 good?",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","7 months ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"0"
"@coolworld3966","false",,,,,"UgwC8BmDs15zbMaQV2l4AaABAg","yeah the sound core 2 dropped to 28",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","1 month ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"0"
"@ICOLER-Amazon","false",,,,,"Ugy-AnahdD7lYwOAG7x4AaABAg","Hello blogger! Is there a computer case fan video made for the Jungle Leopard ICOLER?",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","6 months ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"0"
"@LuigiCappelletti-bf8eq","false",,,,,"UgxLt5Dn3g3AJKfQTCV4AaABAg","Can you please do the best settings for koorui gn02",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","2 months ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"0"
"@mugheesalam7495","false",,,,,"UgxfZvJdEV1uRfjJGMJ4AaABAg","Can you review the odessy g4?",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","7 months ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"0"
"@Carrew.","false",,,,,"UgxNfi6QbkdSTPH-_ot4AaABAg","Nice",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","7 months ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"1"
"@Justacommentorian","false",,,,,"Ugx9N_Mj_rC6xnSxjxh4AaABAg","Put the right speakers in the thumbnail",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","7 months ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"0"
"@raylesire2101","false",,,,,"UgxS1heTe7fVJd9QHCR4AaABAg","without bass, its just noise...",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","3 months ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"1"
